plate_type,plate,row,column,well,gene,sample,content,gene_color
96,Plate 5,B,10,B10,KCNN2,T1_TP2,target,#41b6c4
96,Plate 5,B,11,B11,KCNN2,T1_TP3,target,#41b6c4
96,Plate 5,B,12,B12,KCNN2,T1_TP3,target,#41b6c4
96,Plate 5,C,1,C1,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 5,C,2,C2,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 5,C,3,C3,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 5,C,4,C4,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 5,C,5,C5,KCNMA1,T2_TP1,target,#2c7fb8
96,Plate 5,C,6,C6,KCNMA1,T2_TP1,target,#2c7fb8
96,Plate 5,C,7,C7,KCNMA1,T2_TP2,target,#2c7fb8
96,Plate 5,C,8,C8,KCNMA1,T2_TP2,target,#2c7fb8
96,Plate 5,C,9,C9,KCNN2,T2_TP1,target,#41b6c4
96,Plate 5,C,10,C10,KCNN2,T2_TP1,target,#41b6c4
96,Plate 5,C,11,C11,KCNN2,T2_TP2,target,#41b6c4
96,Plate 5,C,12,C12,KCNN2,T2_TP2,target,#41b6c4
96,Plate 5,D,1,D1,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 5,D,2,D2,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 5,D,3,D3,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 5,D,4,D4,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 5,D,5,D5,KCNMA1,T2_TP3,target,#2c7fb8
96,Plate 5,D,6,D6,KCNMA1,T2_TP3,target,#2c7fb8
96,Plate 5,D,7,D7,KCNMA1,T3_TP1,target,#2c7fb8
96,Plate 5,D,8,D8,KCNMA1,T3_TP1,target,#2c7fb8
96,Plate 5,D,9,D9,KCNN2,T2_TP3,target,#41b6c4
96,Plate 5,D,10,D10,KCNN2,T2_TP3,target,#41b6c4
96,Plate 5,D,11,D11,KCNN2,T3_TP1,target,#41b6c4
96,Plate 5,D,12,D12,KCNN2,T3_TP1,target,#41b6c4
96,Plate 5,E,1,E1,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 5,E,2,E2,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 5,E,3,E3,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 5,E,4,E4,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 5,E,5,E5,KCNMA1,T3_TP2,target,#2c7fb8
96,Plate 5,E,6,E6,KCNMA1,T3_TP2,target,#2c7fb8
96,Plate 5,E,7,E7,KCNMA1,T3_TP3,target,#2c7fb8
96,Plate 5,E,8,E8,KCNMA1,T3_TP3,target,#2c7fb8
96,Plate 5,E,9,E9,KCNN2,T3_TP2,target,#41b6c4
96,Plate 5,E,10,E10,KCNN2,T3_TP2,target,#41b6c4
96,Plate 5,E,11,E11,KCNN2,T3_TP3,target,#41b6c4
96,Plate 5,E,12,E12,KCNN2,T3_TP3,target,#41b6c4
96,Plate 5,F,1,F1,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 5,F,2,F2,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 5,F,3,F3,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 5,F,4,F4,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 5,F,5,F5,KCNMA1,T4_TP1,target,#2c7fb8
96,Plate 5,F,6,F6,KCNMA1,T4_TP1,target,#2c7fb8
96,Plate 5,F,7,F7,KCNMA1,T4_TP2,target,#2c7fb8
96,Plate 5,F,8,F8,KCNMA1,T4_TP2,target,#2c7fb8
96,Plate 5,F,9,F9,KCNN2,T4_TP1,target,#41b6c4
96,Plate 5,F,10,F10,KCNN2,T4_TP1,target,#41b6c4
96,Plate 5,F,11,F11,KCNN2,T4_TP2,target,#41b6c4
96,Plate 5,F,12,F12,KCNN2,T4_TP2,target,#41b6c4
96,Plate 5,G,1,G1,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 5,G,2,G2,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 5,G,3,G3,,,,
96,Plate 5,G,4,G4,,,,
96,Plate 5,G,5,G5,KCNMA1,T4_TP3,target,#2c7fb8
96,Plate 5,G,6,G6,KCNMA1,T4_TP3,target,#2c7fb8
96,Plate 5,G,7,G7,,,,
96,Plate 5,G,8,G8,,,,
96,Plate 5,G,9,G9,KCNN2,T4_TP3,target,#41b6c4
96,Plate 5,G,10,G10,KCNN2,T4_TP3,target,#41b6c4
96,Plate 5,G,11,G11,,,,
96,Plate 5,G,12,G12,,,,
96,Plate 5,H,1,H1,NTC,,NTC,#9aa0a6
96,Plate 5,H,2,H2,NTC,,NTC,#9aa0a6
96,Plate 5,H,3,H3,,,,
96,Plate 5,H,4,H4,,,,
96,Plate 5,H,5,H5,NTC,,NTC,#9aa0a6
96,Plate 5,H,6,H6,NTC,,NTC,#9aa0a6
96,Plate 5,H,7,H7,,,,
96,Plate 5,H,8,H8,,,,
96,Plate 5,H,9,H9,NTC,,NTC,#9aa0a6
96,Plate 5,H,10,H10,NTC,,NTC,#9aa0a6
96,Plate 5,H,11,H11,,,,
96,Plate 5,H,12,H12,,,,
96,Plate 6,A,1,A1,HPRT1,Ctrl,reference,#1f5fbf
96,Plate 6,A,2,A2,HPRT1,Ctrl,reference,#1f5fbf
96,Plate 6,A,3,A3,HPRT1,T1_TP1,reference,#1f5fbf
96,Plate 6,A,4,A4,HPRT1,T1_TP1,reference,#1f5fbf
96,Plate 6,A,5,A5,HCN1,Ctrl,target,#7fcdbb
96,Plate 6,A,6,A6,HCN1,Ctrl,target,#7fcdbb
96,Plate 6,A,7,A7,HCN1,T1_TP1,target,#7fcdbb
96,Plate 6,A,8,A8,HCN1,T1_TP1,target,#7fcdbb
96,Plate 6,A,9,A9,PVALB,Ctrl,target,#b8860b
96,Plate 6,A,10,A10,PVALB,Ctrl,target,#b8860b
96,Plate 6,A,11,A11,PVALB,T1_TP1,target,#b8860b
96,Plate 6,A,12,A12,PVALB,T1_TP1,target,#b8860b
96,Plate 6,B,1,B1,HPRT1,T1_TP2,reference,#1f5fbf
96,Plate 6,B,2,B2,HPRT1,T1_TP2,reference,#1f5fbf
96,Plate 6,B,3,B3,HPRT1,T1_TP3,reference,#1f5fbf
96,Plate 6,B,4,B4,HPRT1,T1_TP3,reference,#1f5fbf
96,Plate 6,B,5,B5,HCN1,T1_TP2,target,#7fcdbb
96,Plate 6,B,6,B6,HCN1,T1_TP2,target,#7fcdbb
96,Plate 6,B,7,B7,HCN1,T1_TP3,target,#7fcdbb
96,Plate 6,B,8,B8,HCN1,T1_TP3,target,#7fcdbb
96,Plate 6,B,9,B9,PVALB,T1_TP2,target,#b8860b
96,Plate 6,B,10,B10,PVALB,T1_TP2,target,#b8860b
96,Plate 6,B,11,B11,PVALB,T1_TP3,target,#b8860b
96,Plate 6,B,12,B12,PVALB,T1_TP3,target,#b8860b
96,Plate 6,C,1,C1,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 6,C,2,C2,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 6,C,3,C3,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 6,C,4,C4,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 6,C,5,C5,HCN1,T2_TP1,target,#7fcdbb
96,Plate 6,C,6,C6,HCN1,T2_TP1,target,#7fcdbb
96,Plate 6,C,7,C7,HCN1,T2_TP2,target,#7fcdbb
96,Plate 6,C,8,C8,HCN1,T2_TP2,target,#7fcdbb
96,Plate 6,C,9,C9,PVALB,T2_TP1,target,#b8860b
96,Plate 6,C,10,C10,PVALB,T2_TP1,target,#b8860b
96,Plate 6,C,11,C11,PVALB,T2_TP2,target,#b8860b
96,Plate 6,C,12,C12,PVALB,T2_TP2,target,#b8860b
96,Plate 6,D,1,D1,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 6,D,2,D2,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 6,D,3,D3,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 6,D,4,D4,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 6,D,5,D5,HCN1,T2_TP3,target,#7fcdbb
96,Plate 6,D,6,D6,HCN1,T2_TP3,target,#7fcdbb
96,Plate 6,D,7,D7,HCN1,T3_TP1,target,#7fcdbb
96,Plate 6,D,8,D8,HCN1,T3_TP1,target,#7fcdbb
96,Plate 6,D,9,D9,PVALB,T2_TP3,target,#b8860b
96,Plate 6,D,10,D10,PVALB,T2_TP3,target,#b8860b
96,Plate 6,D,11,D11,PVALB,T3_TP1,target,#b8860b
96,Plate 6,D,12,D12,PVALB,T3_TP1,target,#b8860b
96,Plate 6,E,1,E1,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 6,E,2,E2,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 6,E,3,E3,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 6,E,4,E4,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 6,E,5,E5,HCN1,T3_TP2,target,#7fcdbb
96,Plate 6,E,6,E6,HCN1,T3_TP2,target,#7fcdbb
96,Plate 6,E,7,E7,HCN1,T3_TP3,target,#7fcdbb
96,Plate 6,E,8,E8,HCN1,T3_TP3,target,#7fcdbb
96,Plate 6,E,9,E9,PVALB,T3_TP2,target,#b8860b
96,Plate 6,E,10,E10,PVALB,T3_TP2,target,#b8860b
96,Plate 6,E,11,E11,PVALB,T3_TP3,target,#b8860b
96,Plate 6,E,12,E12,PVALB,T3_TP3,target,#b8860b
96,Plate 6,F,1,F1,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 6,F,2,F2,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 6,F,3,F3,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 6,F,4,F4,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 6,F,5,F5,HCN1,T4_TP1,target,#7fcdbb
96,Plate 6,F,6,F6,HCN1,T4_TP1,target,#7fcdbb
96,Plate 6,F,7,F7,HCN1,T4_TP2,target,#7fcdbb
96,Plate 6,F,8,F8,HCN1,T4_TP2,target,#7fcdbb
96,Plate 6,F,9,F9,PVALB,T4_TP1,target,#b8860b
96,Plate 6,F,10,F10,PVALB,T4_TP1,target,#b8860b
96,Plate 6,F,11,F11,PVALB,T4_TP2,target,#b8860b
96,Plate 6,F,12,F12,PVALB,T4_TP2,target,#b8860b
96,Plate 6,G,1,G1,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 6,G,2,G2,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 6,G,3,G3,,,,
96,Plate 6,G,4,G4,,,,
96,Plate 6,G,5,G5,HCN1,T4_TP3,target,#7fcdbb
96,Plate 6,G,6,G6,HCN1,T4_TP3,target,#7fcdbb
96,Plate 6,G,7,G7,,,,
96,Plate 6,G,8,G8,,,,
96,Plate 6,G,9,G9,PVALB,T4_TP3,target,#b8860b
96,Plate 6,G,10,G10,PVALB,T4_TP3,target,#b8860b
96,Plate 6,G,11,G11,,,,
96,Plate 6,G,12,G12,,,,
96,Plate 6,H,1,H1,NTC,,NTC,#9aa0a6
96,Plate 6,H,2,H2,NTC,,NTC,#9aa0a6
96,Plate 6,H,3,H3,,,,
96,Plate 6,H,4,H4,,,,
96,Plate 6,H,5,H5,NTC,,NTC,#9aa0a6
96,Plate 6,H,6,H6,NTC,,NTC,#9aa0a6
96,Plate 6,H,7,H7,,,,
96,Plate 6,H,8,H8,,,,
96,Plate 6,H,9,H9,NTC,,NTC,#9aa0a6
96,Plate 6,H,10,H10,NTC,,NTC,#9aa0a6
96,Plate 6,H,11,H11,,,,
96,Plate 6,H,12,H12,,,,
96,Plate 7,A,1,A1,HPRT1,Ctrl,reference,#1f5fbf
96,Plate 7,A,2,A2,HPRT1,Ctrl,reference,#1f5fbf
96,Plate 7,A,3,A3,HPRT1,T1_TP1,reference,#1f5fbf
96,Plate 7,A,4,A4,HPRT1,T1_TP1,reference,#1f5fbf
96,Plate 7,A,5,A5,SST,Ctrl,target,#a0522d
96,Plate 7,A,6,A6,SST,Ctrl,target,#a0522d
96,Plate 7,A,7,A7,SST,T1_TP1,target,#a0522d
96,Plate 7,A,8,A8,SST,T1_TP1,target,#a0522d
96,Plate 7,A,9,A9,,,,
96,Plate 7,A,10,A10,,,,
96,Plate 7,A,11,A11,,,,
96,Plate 7,A,12,A12,,,,
96,Plate 7,B,1,B1,HPRT1,T1_TP2,reference,#1f5fbf
96,Plate 7,B,2,B2,HPRT1,T1_TP2,reference,#1f5fbf
96,Plate 7,B,3,B3,HPRT1,T1_TP3,reference,#1f5fbf
96,Plate 7,B,4,B4,HPRT1,T1_TP3,reference,#1f5fbf
96,Plate 7,B,5,B5,SST,T1_TP2,target,#a0522d
96,Plate 7,B,6,B6,SST,T1_TP2,target,#a0522d
96,Plate 7,B,7,B7,SST,T1_TP3,target,#a0522d
96,Plate 7,B,8,B8,SST,T1_TP3,target,#a0522d
96,Plate 7,B,9,B9,,,,
96,Plate 7,B,10,B10,,,,
96,Plate 7,B,11,B11,,,,
96,Plate 7,B,12,B12,,,,
96,Plate 7,C,1,C1,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 7,C,2,C2,HPRT1,T2_TP1,reference,#1f5fbf
96,Plate 7,C,3,C3,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 7,C,4,C4,HPRT1,T2_TP2,reference,#1f5fbf
96,Plate 7,C,5,C5,SST,T2_TP1,target,#a0522d
96,Plate 7,C,6,C6,SST,T2_TP1,target,#a0522d
96,Plate 7,C,7,C7,SST,T2_TP2,target,#a0522d
96,Plate 7,C,8,C8,SST,T2_TP2,target,#a0522d
96,Plate 7,C,9,C9,,,,
96,Plate 7,C,10,C10,,,,
96,Plate 7,C,11,C11,,,,
96,Plate 7,C,12,C12,,,,
96,Plate 7,D,1,D1,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 7,D,2,D2,HPRT1,T2_TP3,reference,#1f5fbf
96,Plate 7,D,3,D3,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 7,D,4,D4,HPRT1,T3_TP1,reference,#1f5fbf
96,Plate 7,D,5,D5,SST,T2_TP3,target,#a0522d
96,Plate 7,D,6,D6,SST,T2_TP3,target,#a0522d
96,Plate 7,D,7,D7,SST,T3_TP1,target,#a0522d
96,Plate 7,D,8,D8,SST,T3_TP1,target,#a0522d
96,Plate 7,D,9,D9,,,,
96,Plate 7,D,10,D10,,,,
96,Plate 7,D,11,D11,,,,
96,Plate 7,D,12,D12,,,,
96,Plate 7,E,1,E1,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 7,E,2,E2,HPRT1,T3_TP2,reference,#1f5fbf
96,Plate 7,E,3,E3,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 7,E,4,E4,HPRT1,T3_TP3,reference,#1f5fbf
96,Plate 7,E,5,E5,SST,T3_TP2,target,#a0522d
96,Plate 7,E,6,E6,SST,T3_TP2,target,#a0522d
96,Plate 7,E,7,E7,SST,T3_TP3,target,#a0522d
96,Plate 7,E,8,E8,SST,T3_TP3,target,#a0522d
96,Plate 7,E,9,E9,,,,
96,Plate 7,E,10,E10,,,,
96,Plate 7,E,11,E11,,,,
96,Plate 7,E,12,E12,,,,
96,Plate 7,F,1,F1,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 7,F,2,F2,HPRT1,T4_TP1,reference,#1f5fbf
96,Plate 7,F,3,F3,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 7,F,4,F4,HPRT1,T4_TP2,reference,#1f5fbf
96,Plate 7,F,5,F5,SST,T4_TP1,target,#a0522d
96,Plate 7,F,6,F6,SST,T4_TP1,target,#a0522d
96,Plate 7,F,7,F7,SST,T4_TP2,target,#a0522d
96,Plate 7,F,8,F8,SST,T4_TP2,target,#a0522d
96,Plate 7,F,9,F9,,,,
96,Plate 7,F,10,F10,,,,
96,Plate 7,F,11,F11,,,,
96,Plate 7,F,12,F12,,,,
96,Plate 7,G,1,G1,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 7,G,2,G2,HPRT1,T4_TP3,reference,#1f5fbf
96,Plate 7,G,3,G3,,,,
96,Plate 7,G,4,G4,,,,
96,Plate 7,G,5,G5,SST,T4_TP3,target,#a0522d
96,Plate 7,G,6,G6,SST,T4_TP3,target,#a0522d
96,Plate 7,G,7,G7,,,,
96,Plate 7,G,8,G8,,,,
96,Plate 7,G,9,G9,,,,
96,Plate 7,G,10,G10,,,,
96,Plate 7,G,11,G11,,,,
96,Plate 7,G,12,G12,,,,
96,Plate 7,H,1,H1,NTC,,NTC,#9aa0a6
96,Plate 7,H,2,H2,NTC,,NTC,#9aa0a6
96,Plate 7,H,3,H3,,,,
96,Plate 7,H,4,H4,,,,
96,Plate 7,H,5,H5,NTC,,NTC,#9aa0a6
96,Plate 7,H,6,H6,NTC,,NTC,#9aa0a6
96,Plate 7,H,7,H7,,,,
96,Plate 7,H,8,H8,,,,
96,Plate 7,H,9,H9,,,,
96,Plate 7,H,10,H10,,,,
96,Plate 7,H,11,H11,,,,
96,Plate 7,H,12,H12,,,,
96,Ref,A,1,A1,HPRT1,Ctrl,reference,#1f5fbf
96,Ref,A,2,A2,HPRT1,Ctrl,reference,#1f5fbf
96,Ref,A,3,A3,HPRT1,T1_TP1,reference,#1f5fbf
96,Ref,A,4,A4,HPRT1,T1_TP1,reference,#1f5fbf
96,Ref,A,5,A5,ACTB,Ctrl,reference,#2f8f8f
96,Ref,A,6,A6,ACTB,Ctrl,reference,#2f8f8f
96,Ref,A,7,A7,ACTB,T1_TP1,reference,#2f8f8f
96,Ref,A,8,A8,ACTB,T1_TP1,reference,#2f8f8f
96,Ref,A,9,A9,GAPDH,Ctrl,reference,#4a4ab0
96,Ref,A,10,A10,GAPDH,Ctrl,reference,#4a4ab0
96,Ref,A,11,A11,GAPDH,T1_TP1,reference,#4a4ab0
96,Ref,A,12,A12,GAPDH,T1_TP1,reference,#4a4ab0
96,Ref,B,1,B1,HPRT1,T1_TP2,reference,#1f5fbf
96,Ref,B,2,B2,HPRT1,T1_TP2,reference,#1f5fbf
96,Ref,B,3,B3,HPRT1,T1_TP3,reference,#1f5fbf
96,Ref,B,4,B4,HPRT1,T1_TP3,reference,#1f5fbf
96,Ref,B,5,B5,ACTB,T1_TP2,reference,#2f8f8f
96,Ref,B,6,B6,ACTB,T1_TP2,reference,#2f8f8f
96,Ref,B,7,B7,ACTB,T1_TP3,reference,#2f8f8f
96,Ref,B,8,B8,ACTB,T1_TP3,reference,#2f8f8f
96,Ref,B,9,B9,GAPDH,T1_TP2,reference,#4a4ab0
96,Ref,B,10,B10,GAPDH,T1_TP2,reference,#4a4ab0
96,Ref,B,11,B11,GAPDH,T1_TP3,reference,#4a4ab0
96,Ref,B,12,B12,GAPDH,T1_TP3,reference,#4a4ab0
96,Ref,C,1,C1,HPRT1,T2_TP1,reference,#1f5fbf
96,Ref,C,2,C2,HPRT1,T2_TP1,reference,#1f5fbf
96,Ref,C,3,C3,HPRT1,T2_TP2,reference,#1f5fbf
96,Ref,C,4,C4,HPRT1,T2_TP2,reference,#1f5fbf
96,Ref,C,5,C5,ACTB,T2_TP1,reference,#2f8f8f
96,Ref,C,6,C6,ACTB,T2_TP1,reference,#2f8f8f
96,Ref,C,7,C7,ACTB,T2_TP2,reference,#2f8f8f
96,Ref,C,8,C8,ACTB,T2_TP2,reference,#2f8f8f
96,Ref,C,9,C9,GAPDH,T2_TP1,reference,#4a4ab0
96,Ref,C,10,C10,GAPDH,T2_TP1,reference,#4a4ab0
96,Ref,C,11,C11,GAPDH,T2_TP2,reference,#4a4ab0
96,Ref,C,12,C12,GAPDH,T2_TP2,reference,#4a4ab0
96,Ref,D,1,D1,HPRT1,T2_TP3,reference,#1f5fbf
96,Ref,D,2,D2,HPRT1,T2_TP3,reference,#1f5fbf
96,Ref,D,3,D3,HPRT1,T3_TP1,reference,#1f5fbf
96,Ref,D,4,D4,HPRT1,T3_TP1,reference,#1f5fbf
96,Ref,D,5,D5,ACTB,T2_TP3,reference,#2f8f8f
96,Ref,D,6,D6,ACTB,T2_TP3,reference,#2f8f8f
96,Ref,D,7,D7,ACTB,T3_TP1,reference,#2f8f8f
96,Ref,D,8,D8,ACTB,T3_TP1,reference,#2f8f8f
96,Ref,D,9,D9,GAPDH,T2_TP3,reference,#4a4ab0
96,Ref,D,10,D10,GAPDH,T2_TP3,reference,#4a4ab0
96,Ref,D,11,D11,GAPDH,T3_TP1,reference,#4a4ab0
96,Ref,D,12,D12,GAPDH,T3_TP1,reference,#4a4ab0
96,Ref,E,1,E1,HPRT1,T3_TP2,reference,#1f5fbf
96,Ref,E,2,E2,HPRT1,T3_TP2,reference,#1f5fbf
96,Ref,E,3,E3,HPRT1,T3_TP3,reference,#1f5fbf
96,Ref,E,4,E4,HPRT1,T3_TP3,reference,#1f5fbf
96,Ref,E,5,E5,ACTB,T3_TP2,reference,#2f8f8f
96,Ref,E,6,E6,ACTB,T3_TP2,reference,#2f8f8f
96,Ref,E,7,E7,ACTB,T3_TP3,reference,#2f8f8f
96,Ref,E,8,E8,ACTB,T3_TP3,reference,#2f8f8f
96,Ref,E,9,E9,GAPDH,T3_TP2,reference,#4a4ab0
96,Ref,E,10,E10,GAPDH,T3_TP2,reference,#4a4ab0
96,Ref,E,11,E11,GAPDH,T3_TP3,reference,#4a4ab0
96,Ref,E,12,E12,GAPDH,T3_TP3,reference,#4a4ab0
96,Ref,F,1,F1,HPRT1,T4_TP1,reference,#1f5fbf
96,Ref,F,2,F2,HPRT1,T4_TP1,reference,#1f5fbf
96,Ref,F,3,F3,HPRT1,T4_TP2,reference,#1f5fbf
96,Ref,F,4,F4,HPRT1,T4_TP2,reference,#1f5fbf
96,Ref,F,5,F5,ACTB,T4_TP1,reference,#2f8f8f
96,Ref,F,6,F6,ACTB,T4_TP1,reference,#2f8f8f
96,Ref,F,7,F7,ACTB,T4_TP2,reference,#2f8f8f
96,Ref,F,8,F8,ACTB,T4_TP2,reference,#2f8f8f
96,Ref,F,9,F9,GAPDH,T4_TP1,reference,#4a4ab0
96,Ref,F,10,F10,GAPDH,T4_TP1,reference,#4a4ab0
96,Ref,F,11,F11,GAPDH,T4_TP2,reference,#4a4ab0
96,Ref,F,12,F12,GAPDH,T4_TP2,reference,#4a4ab0
96,Ref,G,1,G1,HPRT1,T4_TP3,reference,#1f5fbf
96,Ref,G,2,G2,HPRT1,T4_TP3,reference,#1f5fbf
96,Ref,G,3,G3,,,,
96,Ref,G,4,G4,,,,
96,Ref,G,5,G5,ACTB,T4_TP3,reference,#2f8f8f
96,Ref,G,6,G6,ACTB,T4_TP3,reference,#2f8f8f
96,Ref,G,7,G7,,,,
96,Ref,G,8,G8,,,,
96,Ref,G,9,G9,GAPDH,T4_TP3,reference,#4a4ab0
96,Ref,G,10,G10,GAPDH,T4_TP3,reference,#4a4ab0
96,Ref,G,11,G11,,,,
96,Ref,G,12,G12,,,,
96,Ref,H,1,H1,NTC,,NTC,#9aa0a6
96,Ref,H,2,H2,NTC,,NTC,#9aa0a6
96,Ref,H,3,H3,,,,
96,Ref,H,4,H4,,,,
96,Ref,H,5,H5,NTC,,NTC,#9aa0a6
96,Ref,H,6,H6,NTC,,NTC,#9aa0a6
96,Ref,H,7,H7,,,,
96,Ref,H,8,H8,,,,
96,Ref,H,9,H9,NTC,,NTC,#9aa0a6
96,Ref,H,10,H10,NTC,,NTC,#9aa0a6
96,Ref,H,11,H11,,,,
96,Ref,H,12,H12,,,,
